Beginn,Ende,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Joggen – Dauer (ms)
17:15:00.000+02:00,17:30:00.000+02:00,26.984956402349415,114.55552570653332,,,,51.381675720214844,6.999829292297363,51.381675720214844,6.999829292297363,,,,367,,,,,781708,118292,
17:30:00.000+02:00,17:45:00.000+02:00,142.08814694715224,1509.9815451815998,117.24353448275862,137.0,89.0,51.380157470703125,6.98688268661499,51.38376235961914,7.000539302825928,0.9559438586493448,2.5833334922790527,0.0,1609,,,,,28409,174591,697000
17:45:00.000+02:00,18:00:00.000+02:00,162.4757941154878,1730.7230592858134,124.06062291434928,131.0,113.0,51.37687683105469,6.970065593719482,51.38016128540039,6.986888408660889,1.2798080905831681,3.222222328186035,0.0,2395,,,,,,,900000
18:00:00.000+02:00,18:15:00.000+02:00,162.08341947370747,1725.1593974397658,124.79194630872483,134.0,102.0,51.377437591552734,6.978118896484375,51.38337326049805,6.998812198638916,1.0690034393165304,2.6388890743255615,0.0,2294,,,,,,4321,895679
18:15:00.000+02:00,18:30:00.000+02:00,40.847691605791525,4.5234914187657544,,,,51.3828239440918,6.9889726638793945,51.38376235961914,7.000539302825928,0.6354383230209351,0.6354383230209351,0.6354383230209351,527,,,,,,319847,
18:30:00.000+02:00,18:45:00.000+02:00,18.84895668321025,,,,,51.25229263305664,6.794443130493164,51.2637825012207,6.800600528717041,,,,,,,,,,,
18:45:00.000+02:00,19:00:00.000+02:00,46.893757439554534,190.4718833099741,,,,51.24688720703125,6.800265789031982,51.25222396850586,6.817533016204834,0.7834313861557594,4.324515342712402,0.3311038315296173,,,,,353357,166458,30135,
19:00:00.000+02:00,19:15:00.000+02:00,27.58435036259428,34.18186138759671,,,,51.24746322631836,6.81730842590332,51.247650146484375,6.81736421585083,0.4344598352909088,0.6016901731491089,0.26722949743270874,,,,,118847,781153,,
19:15:00.000+02:00,19:30:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
19:30:00.000+02:00,19:45:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
19:45:00.000+02:00,20:00:00.000+02:00,18.848958988923833,,,,,,,,,,,,10,,,,,900000,,
20:00:00.000+02:00,20:15:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
20:15:00.000+02:00,20:30:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
20:30:00.000+02:00,20:45:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
20:45:00.000+02:00,21:00:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
21:00:00.000+02:00,21:15:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
21:15:00.000+02:00,21:30:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
21:30:00.000+02:00,21:45:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
21:45:00.000+02:00,22:00:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
22:00:00.000+02:00,22:15:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
22:15:00.000+02:00,22:30:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
22:30:00.000+02:00,22:45:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
22:45:00.000+02:00,23:00:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
23:00:00.000+02:00,23:15:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
23:15:00.000+02:00,23:30:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
23:30:00.000+02:00,23:45:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
23:45:00.000+02:00,00:00:00.000+02:00,18.848958988923833,,,,,,,,,,,,,,,,,900000,,
